label,mel_spectrogram
9.385885000228881836e-01
1.601238250732421875e-01
1.983852386474609375e+00
6.705283641815185547e+00
1.152074146270751953e+01
5.760633468627929688e+00
1.214563941955566406e+01
3.026551008224487305e+00
4.059553146362304688e+00
2.834760189056396484e+00
1.337857604026794434e+00
4.867758274078369141e+00
1.113449096679687500e+00
3.866218328475952148e+00
1.027934312820434570e+00
1.790277004241943359e+00
1.628044366836547852e+00
5.678796768188476562e-01
6.640588641166687012e-01
6.621975451707839966e-02
1.637621074914932251e-01
1.050291582942008972e-01
7.588338851928710938e-02
3.035402595996856689e-01
5.907898023724555969e-02
1.029193121939897537e-02
9.229489415884017944e-02
6.808358430862426758e-02
4.788367077708244324e-02
7.889381051063537598e-02
5.495747923851013184e-01
1.957107037305831909e-01
1.482554435729980469e+00
8.133245706558227539e-01
7.507818937301635742e-01
1.057254195213317871e+00
4.633087515830993652e-01
1.262640714645385742e+00
1.974574178457260132e-01
5.425667762756347656e-01
8.449669927358627319e-02
1.446325331926345825e-01
2.054363638162612915e-01
3.214519917964935303e-01
2.842563867568969727e+00
2.037279844284057617e+00
1.839807868003845215e+00
3.951494693756103516e+00
4.554286956787109375e+00
2.514195442199707031e+00
2.854764223098754883e+00
5.988246798515319824e-01
2.750321626663208008e-01
1.567420125007629395e+00
3.439275741577148438e+00
1.256845355033874512e+00
7.039454579353332520e-01
6.922728419303894043e-01
2.104654610157012939e-01
3.783133327960968018e-01
3.911933898925781250e-01
1.730688959360122681e-01
1.456316858530044556e-01
8.043006807565689087e-02
7.693409174680709839e-02
6.352970749139785767e-02
6.835848838090896606e-02
7.106450200080871582e-02
8.504652976989746094e-02
2.647891044616699219e-01
1.660148501396179199e-01
1.537133306264877319e-01
4.775204882025718689e-02
9.654560089111328125e-01
1.228557109832763672e+00
8.873451352119445801e-01
1.180630475282669067e-01
5.373064279556274414e-01
1.123198628425598145e+00
5.681344270706176758e-01
1.349307000637054443e-01
5.741243958473205566e-01
9.089743494987487793e-01
2.160654962062835693e-01
2.582546770572662354e-01
4.625777721405029297e+00
3.816890001296997070e+00
4.877617359161376953e+00
8.260433197021484375e+00
1.019920349121093750e+01
1.377582192420959473e+00
3.750653266906738281e-01
3.174976110458374023e+00
4.176334381103515625e+00
1.597182512283325195e+00
1.367235898971557617e+00
3.268118619918823242e+00
2.859584808349609375e+00
3.188831508159637451e-01
4.092873334884643555e-01
9.890417456626892090e-01
8.689321875572204590e-01
6.059855818748474121e-01
1.924989074468612671e-01
1.049849018454551697e-02
8.941003680229187012e-02
2.173343896865844727e-01
2.938094139099121094e-01
4.460183158516883850e-02
2.445242404937744141e-01
2.919649481773376465e-01
1.979543417692184448e-01
3.794024139642715454e-02
1.543082594871520996e+00
2.194072246551513672e+00
1.523134827613830566e+00
3.354487717151641846e-01
1.012611508369445801e+00
1.955412983894348145e+00
7.820237278938293457e-01
4.875925779342651367e-01
7.000459432601928711e-01
3.882043957710266113e-01
1.112585365772247314e-01
7.829900085926055908e-02
1.606631092727184296e-02
3.358368277549743652e-01
6.496560573577880859e+00
3.768848657608032227e+00
2.875940084457397461e+00
3.551401376724243164e+00
2.998143196105957031e+00
1.623926758766174316e+00
6.074674725532531738e-01
1.376230478286743164e+00
2.207561492919921875e+00
1.438286900520324707e+00
3.454009890556335449e-01
1.505933284759521484e+00
2.212009668350219727e+00
6.255296468734741211e-01
7.013188004493713379e-01
1.356721282005310059e+00
5.327202081680297852e-01
8.787374496459960938e-01
1.756203293800354004e+00
9.171432852745056152e-01
6.484389901161193848e-01
2.223844528198242188e+00
1.701446652412414551e+00
2.495049685239791870e-01
2.053346186876296997e-01
4.565855860710144043e-01
3.388520479202270508e-01
7.100421786308288574e-01
2.030246704816818237e-01
1.419859826564788818e-01
1.128827452659606934e+00
3.135281801223754883e-01
2.025886029005050659e-01
3.719723522663116455e-01
5.088542401790618896e-02
2.876567542552947998e-01
4.238224625587463379e-01
5.484269186854362488e-02
4.894167482852935791e-01
5.614396184682846069e-02
6.790773570537567139e-02
2.075722813606262207e-01
2.568787813186645508e+00
4.810383319854736328e+00
9.462620735168457031e+00
6.084439754486083984e+00
5.675300121307373047e+00
9.388951063156127930e-01
1.132673263549804688e+00
2.018814802169799805e+00
1.416379451751708984e+00
2.318294048309326172e+00
7.055295705795288086e-01
2.809031724929809570e+00
9.575062394142150879e-01
1.712297558784484863e+00
1.705847978591918945e+00
6.875386834144592285e-01
1.074433445930480957e+00
1.452688127756118774e-01
1.735978424549102783e-01
2.374348044395446777e-01
1.326262056827545166e-01
3.046392798423767090e-01
2.760446071624755859e-01
6.439530104398727417e-02
2.725721150636672974e-02
7.073754817247390747e-02
1.163548454642295837e-01
7.687274217605590820e-01
6.968114972114562988e-01
2.501129865646362305e+00
5.667958259582519531e-01
2.009418249130249023e+00
4.870485663414001465e-01
1.393624305725097656e+00
9.850127696990966797e-01
7.619727849960327148e-01
8.469505310058593750e-01
4.081185460090637207e-01
8.728370070457458496e-01
3.466912508010864258e-01
5.179926753044128418e-02
1.261386394500732422e+00
7.714549541473388672e+00
1.110768318176269531e+01
4.847612857818603516e+00
4.639737606048583984e+00
1.284342527389526367e+00
6.980631351470947266e-01
2.700587511062622070e+00
3.078317403793334961e+00
6.135433316230773926e-01
5.697038173675537109e-01
6.443053483963012695e-01
5.612197518348693848e-01
1.494261264801025391e+00
1.553083777427673340e+00
3.360693454742431641e-01
1.287514567375183105e-01
1.241360157728195190e-01
3.327298760414123535e-01
2.690049707889556885e-01
4.156962931156158447e-01
1.345775425434112549e-01
1.691786795854568481e-01
2.793950438499450684e-01
1.130462065339088440e-01
8.644139766693115234e-02
7.452178001403808594e-01
2.269809246063232422e+00
2.299448966979980469e+00
9.869107604026794434e-01
1.934154033660888672e+00
4.837606847286224365e-01
5.181756019592285156e-01
1.182211399078369141e+00
1.287427306175231934e+00
2.665269970893859863e-01
3.815200030803680420e-01
3.281565606594085693e-01
3.912802040576934814e-01
2.237133532762527466e-01
1.932434886693954468e-01
7.598716020584106445e-01
4.009991645812988281e+00
7.542266368865966797e+00
7.605989456176757812e+00
7.383086204528808594e+00
2.490474462509155273e+00
4.818677306175231934e-01
3.525718688964843750e+00
1.208845734596252441e+00
4.429488182067871094e-01
1.757866501808166504e+00
4.472935676574707031e+00
9.479573249816894531e+00
9.655505418777465820e-01
6.595674991607666016e+00
1.544490456581115723e+00
3.376250267028808594e+00
4.068853855133056641e+00
4.860113263130187988e-01
3.714937925338745117e+00
6.850799918174743652e-01
2.474407672882080078e+00
1.124814748764038086e+00
1.000249266624450684e+00
1.727102518081665039e+00
6.382070779800415039e-01
5.193156003952026367e-01
1.310717165470123291e-01
1.309993118047714233e-01
1.195214092731475830e-01
2.917440235614776611e-02
1.582811474800109863e-01
2.176560275256633759e-02
4.305166751146316528e-02
4.919591918587684631e-02
4.961428418755531311e-02
7.074449211359024048e-02
1.626127362251281738e-01
7.928187251091003418e-01
3.721785545349121094e-01
1.218330264091491699e+00
1.263886809349060059e+00
5.063038468360900879e-01
1.219559550285339355e+00
7.980078458786010742e-01
1.322219133377075195e+00
9.084917306900024414e-01
4.172932505607604980e-01
5.320352911949157715e-01
3.469492197036743164e-01
2.133906483650207520e-01
1.511202305555343628e-01
5.733287334442138672e+00
1.259198665618896484e+00
5.879059433937072754e-01
2.283443927764892578e+00
4.302042961120605469e+00
2.580442667007446289e+00
3.773240327835083008e+00
2.751776218414306641e+00
1.413991928100585938e+00
1.525475025177001953e+00
4.689033985137939453e+00
1.706227302551269531e+00
5.397513508796691895e-01
3.009908497333526611e-01
4.651471078395843506e-01
6.021384000778198242e-01
2.262177318334579468e-01
4.637182354927062988e-01
2.282108813524246216e-01
3.908907771110534668e-01
3.428131937980651855e-01
2.702124714851379395e-01
1.277766376733779907e-01
7.032560557126998901e-02
7.210309058427810669e-02
1.251781731843948364e-01
3.240717947483062744e-02
4.980863630771636963e-02
3.088355436921119690e-02
1.142776966094970703e+00
1.277715802192687988e+00
1.204798340797424316e+00
3.042886257171630859e-01
8.884125947952270508e-01
1.395959615707397461e+00
8.536249995231628418e-01
4.047553241252899170e-01
9.481124877929687500e-01
1.294585347175598145e+00
4.726744294166564941e-01
5.325156450271606445e-01
8.994513511657714844e+00
1.656624436378479004e+00
4.004763603210449219e+00
7.881141662597656250e+00
9.230913162231445312e+00
2.392130851745605469e+00
1.093783259391784668e+00
4.461325645446777344e+00
1.151404190063476562e+01
7.022558212280273438e+00
3.049072742462158203e+00
5.198252201080322266e+00
5.369311809539794922e+00
1.357195377349853516e+00
7.370924353599548340e-01
1.012999415397644043e+00
1.263133406639099121e+00
1.008887410163879395e+00
5.165297389030456543e-01
1.401654481887817383e-01
5.885942280292510986e-02
1.218928992748260498e-01
1.117409393191337585e-01
1.009804755449295044e-02
7.748283445835113525e-02
6.109457463026046753e-02
4.974604025483131409e-02
7.174157351255416870e-02
1.998339653015136719e+00
2.500080347061157227e+00
2.955499410629272461e+00
1.427139401435852051e+00
2.711179256439208984e+00
4.773342132568359375e+00
2.878260612487792969e+00
7.648230195045471191e-01
6.612820625305175781e-01
5.766394734382629395e-01
4.502713680267333984e-01
2.089183181524276733e-01
7.785514742136001587e-02
6.298550963401794434e-01
9.296233177185058594e+00
3.484537839889526367e+00
6.224837303161621094e+00
8.448536872863769531e+00
5.999999046325683594e+00
1.768693208694458008e+00
2.147140026092529297e+00
2.232228279113769531e+00
2.016630172729492188e+00
5.162654399871826172e+00
1.192051172256469727e+00
2.046624422073364258e+00
4.110496044158935547e+00
1.987394094467163086e+00
1.281493782997131348e+00
8.556916117668151855e-01
7.415681481361389160e-01
2.358528852462768555e+00
2.864736318588256836e+00
1.431004047393798828e+00
6.637644767761230469e-01
1.284137129783630371e+00
1.997858762741088867e+00
7.697564959526062012e-01
2.258950173854827881e-01
2.260642349720001221e-01
9.476620703935623169e-02
3.395568728446960449e-01
1.429620981216430664e-01
4.280215203762054443e-01
1.642976045608520508e+00
5.894529819488525391e-01
3.032211661338806152e-01
2.535864710807800293e-01
1.544268727302551270e-01
2.025862187147140503e-01
2.759065032005310059e-01
2.981396019458770752e-01
7.023260593414306641e-01
1.478088647127151489e-01
1.875986903905868530e-01
1.690369099378585815e-01
7.609638214111328125e+00
3.540262937545776367e+00
1.120351219177246094e+01
1.242572975158691406e+01
7.295948982238769531e+00
5.183593273162841797e+00
1.222723245620727539e+00
2.372135162353515625e+00
1.387651443481445312e+00
1.383511543273925781e+00
2.135097026824951172e+00
2.055543422698974609e+00
2.125150918960571289e+00
1.370301723480224609e+00
1.525129318237304688e+00
5.969582796096801758e-01
4.470536708831787109e-01
4.029035195708274841e-02
6.228363141417503357e-02
1.405356973409652710e-01
6.624051183462142944e-02
1.204668805003166199e-01
1.332917660474777222e-01
3.478126600384712219e-02
3.099756315350532532e-02
5.432592332363128662e-02
6.672612577676773071e-02
1.761690497398376465e+00
3.938296735286712646e-01
3.880534887313842773e+00
8.199477791786193848e-01
2.364678382873535156e+00
1.083402752876281738e+00
1.052177429199218750e+00
2.322467803955078125e+00
8.434186577796936035e-01
9.903292059898376465e-01
6.070781350135803223e-01
6.886795759201049805e-01
2.041774243116378784e-01
6.053244322538375854e-02
2.473266601562500000e+00
4.116236209869384766e+00
5.521433353424072266e+00
1.234831452369689941e+00
4.749671459197998047e+00
4.033240795135498047e+00
1.986439585685729980e+00
2.170609951019287109e+00
2.974050998687744141e+00
2.395486384630203247e-01
1.144916296005249023e+00
1.217677235603332520e+00
6.599112153053283691e-01
4.620991349220275879e-01
3.840895295143127441e-01
9.143939018249511719e-01
5.667155981063842773e-01
7.940563559532165527e-01
4.908195436000823975e-01
5.563094019889831543e-01
5.106917023658752441e-01
2.400258779525756836e-01
1.220515593886375427e-01
8.003618717193603516e-01
6.898138523101806641e-01
7.033021450042724609e-01
9.698342084884643555e-01
1.701880216598510742e+00
1.164288759231567383e+00
3.047450065612792969e+00
2.191894769668579102e+00
6.326260566711425781e-01
7.837204337120056152e-01
1.567744970321655273e+00
5.878126025199890137e-01
3.429267406463623047e-01
6.754752397537231445e-01
4.016032814979553223e-01
1.833364665508270264e-01
1.951405405998229980e-01
2.001160681247711182e-01
2.766677618026733398e+00
4.755129337310791016e+00
6.444866180419921875e+00
6.207734107971191406e+00
7.790605545043945312e+00
3.639767646789550781e+00
3.869452714920043945e+00
4.033394813537597656e+00
1.012122631072998047e+00
1.719245553016662598e+00
1.187277436256408691e+00
3.116242647171020508e+00
5.589237213134765625e+00
1.136368870735168457e+00
1.082636475563049316e+00
4.465902805328369141e+00
1.186668634414672852e+00
3.800319433212280273e+00
1.556255936622619629e+00
