Metrics,Num_Neighbors,PCA_Components,N_Random_States,Score
wminkowski,2,0,19,0.6363636363636364
wminkowski,2,0,20,0.616600790513834
wminkowski,2,2,1,0.33992094861660077
wminkowski,2,2,2,0.31620553359683795
wminkowski,2,2,3,0.33201581027667987
wminkowski,2,2,4,0.31620553359683795
wminkowski,2,2,5,0.30434782608695654
wminkowski,2,2,6,0.2885375494071146
wminkowski,2,2,7,0.34782608695652173
wminkowski,2,2,8,0.20553359683794467
wminkowski,2,2,9,0.308300395256917
wminkowski,2,2,10,0.2766798418972332
wminkowski,2,2,11,0.31225296442687744
wminkowski,2,2,12,0.33992094861660077
wminkowski,2,2,13,0.32806324110671936
wminkowski,2,2,14,0.3241106719367589
wminkowski,2,2,15,0.30434782608695654
wminkowski,2,2,16,0.3201581027667984
wminkowski,2,2,17,0.31225296442687744
wminkowski,2,2,18,0.2924901185770751
wminkowski,2,2,19,0.30434782608695654
wminkowski,2,2,20,0.2924901185770751
wminkowski,2,3,1,0.4031620553359684
wminkowski,2,3,2,0.3794466403162055
wminkowski,2,3,3,0.3241106719367589
wminkowski,2,3,4,0.42292490118577075
wminkowski,2,3,5,0.36363636363636365
wminkowski,2,3,6,0.38735177865612647
wminkowski,2,3,7,0.36363636363636365
wminkowski,2,3,8,0.3952569169960474
wminkowski,2,3,9,0.41106719367588934
wminkowski,2,3,10,0.40711462450592883
wminkowski,2,3,11,0.3794466403162055
wminkowski,2,3,12,0.32806324110671936
wminkowski,2,3,13,0.3359683794466403
wminkowski,2,3,14,0.34782608695652173
wminkowski,2,3,15,0.30039525691699603
wminkowski,2,3,16,0.3438735177865613
wminkowski,2,3,17,0.40711462450592883
wminkowski,2,3,18,0.391304347826087
wminkowski,2,3,19,0.2766798418972332
wminkowski,2,3,20,0.37549407114624506
wminkowski,2,4,1,0.4980237154150198
wminkowski,2,4,2,0.4426877470355731
wminkowski,2,4,3,0.41106719367588934
wminkowski,2,4,4,0.41106719367588934
