Metrics,Num_Neighbors,PCA_Components,N_Random_States,Score
mahalanobis,1,7,10,0.56
mahalanobis,1,7,15,0.52
mahalanobis,1,7,20,0.55
mahalanobis,1,8,1,0.61
mahalanobis,1,8,2,0.55
mahalanobis,1,8,3,0.62
mahalanobis,1,8,5,0.58
mahalanobis,1,8,10,0.6
mahalanobis,1,8,15,0.61
mahalanobis,1,8,20,0.54
mahalanobis,1,9,1,0.64
mahalanobis,1,9,2,0.54
mahalanobis,1,9,3,0.63
mahalanobis,1,9,5,0.6
mahalanobis,1,9,10,0.6
mahalanobis,1,9,15,0.63
mahalanobis,1,9,20,0.53
mahalanobis,1,10,1,0.64
mahalanobis,1,10,2,0.53
mahalanobis,1,10,3,0.61
mahalanobis,1,10,5,0.6
mahalanobis,1,10,10,0.58
mahalanobis,1,10,15,0.64
mahalanobis,1,10,20,0.51
mahalanobis,1,13,1,0.63
mahalanobis,1,13,2,0.52
mahalanobis,1,13,3,0.62
mahalanobis,1,13,5,0.62
mahalanobis,1,13,10,0.6
mahalanobis,1,13,15,0.62
mahalanobis,1,13,20,0.49
mahalanobis,1,15,1,0.64
mahalanobis,1,15,2,0.55
mahalanobis,1,15,3,0.64
mahalanobis,1,15,5,0.62
mahalanobis,1,15,10,0.61
mahalanobis,1,15,15,0.6
mahalanobis,1,15,20,0.51
mahalanobis,1,20,1,0.65
mahalanobis,1,20,2,0.53
mahalanobis,1,20,3,0.67
mahalanobis,1,20,5,0.63
mahalanobis,1,20,10,0.61
mahalanobis,1,20,15,0.62
mahalanobis,1,20,20,0.53
mahalanobis,1,25,1,0.66
mahalanobis,1,25,2,0.53
mahalanobis,1,25,3,0.68
mahalanobis,1,25,5,0.65
mahalanobis,1,25,10,0.6
mahalanobis,1,25,15,0.61
mahalanobis,1,25,20,0.53
mahalanobis,1,30,1,0.66
mahalanobis,1,30,2,0.54
mahalanobis,1,30,3,0.69
mahalanobis,1,30,5,0.63
mahalanobis,1,30,10,0.59
mahalanobis,1,30,15,0.61
mahalanobis,1,30,20,0.53
mahalanobis,1,35,1,0.65
mahalanobis,1,35,2,0.54
mahalanobis,1,35,3,0.7
mahalanobis,1,35,5,0.63
mahalanobis,1,35,10,0.58
mahalanobis,1,35,15,0.61
mahalanobis,1,35,20,0.52
mahalanobis,1,40,1,0.65
mahalanobis,1,40,2,0.54
mahalanobis,1,40,3,0.7
mahalanobis,1,40,5,0.64
mahalanobis,1,40,10,0.58
mahalanobis,1,40,15,0.61
mahalanobis,1,40,20,0.51
mahalanobis,1,45,1,0.66
mahalanobis,1,45,2,0.54
mahalanobis,1,45,3,0.7
mahalanobis,1,45,5,0.65
mahalanobis,1,45,10,0.58
mahalanobis,1,45,15,0.61
mahalanobis,1,45,20,0.51
mahalanobis,1,50,1,0.66
mahalanobis,1,50,2,0.54
mahalanobis,1,50,3,0.7
mahalanobis,1,50,5,0.64
mahalanobis,1,50,10,0.58
mahalanobis,1,50,15,0.61
mahalanobis,1,50,20,0.51
mahalanobis,1,55,1,0.66
mahalanobis,1,55,2,0.54
mahalanobis,1,55,3,0.7
mahalanobis,1,55,5,0.64
mahalanobis,1,55,10,0.58
mahalanobis,1,55,15,0.61
mahalanobis,1,55,20,0.51
mahalanobis,1,60,1,0.65
mahalanobis,1,60,2,0.54
mahalanobis,1,60,3,0.7
mahalanobis,1,60,5,0.64
mahalanobis,1,60,10,0.58
mahalanobis,1,60,15,0.61
mahalanobis,1,60,20,0.51
mahalanobis,1,65,1,0.66
mahalanobis,1,65,2,0.54
mahalanobis,1,65,3,0.7
mahalanobis,1,65,5,0.64
mahalanobis,1,65,10,0.58
mahalanobis,1,65,15,0.61
mahalanobis,1,65,20,0.51
mahalanobis,1,70,1,0.66
mahalanobis,1,70,2,0.54
mahalanobis,1,70,3,0.7
mahalanobis,1,70,5,0.64
mahalanobis,1,70,10,0.58
mahalanobis,1,70,15,0.61
mahalanobis,1,70,20,0.51
mahalanobis,1,75,1,0.66
mahalanobis,1,75,2,0.54
mahalanobis,1,75,3,0.7
mahalanobis,1,75,5,0.64
mahalanobis,1,75,10,0.58
mahalanobis,1,75,15,0.61
mahalanobis,1,75,20,0.51
mahalanobis,2,0,1,0.64
mahalanobis,2,0,2,0.55
mahalanobis,2,0,3,0.63
mahalanobis,2,0,5,0.58
mahalanobis,2,0,10,0.58
mahalanobis,2,0,15,0.59
mahalanobis,2,0,20,0.52
mahalanobis,2,3,1,0.5
mahalanobis,2,3,2,0.39
mahalanobis,2,3,3,0.5
mahalanobis,2,3,5,0.49
mahalanobis,2,3,10,0.49
mahalanobis,2,3,15,0.49
mahalanobis,2,3,20,0.44
mahalanobis,2,4,1,0.51
mahalanobis,2,4,2,0.4
mahalanobis,2,4,3,0.44
mahalanobis,2,4,5,0.47
mahalanobis,2,4,10,0.53
mahalanobis,2,4,15,0.5
mahalanobis,2,4,20,0.47
mahalanobis,2,5,1,0.55
mahalanobis,2,5,2,0.41
mahalanobis,2,5,3,0.53
mahalanobis,2,5,5,0.5
mahalanobis,2,5,10,0.54
mahalanobis,2,5,15,0.49
mahalanobis,2,5,20,0.47
mahalanobis,2,6,1,0.54
mahalanobis,2,6,2,0.44
mahalanobis,2,6,3,0.56
mahalanobis,2,6,5,0.51
mahalanobis,2,6,10,0.53
mahalanobis,2,6,15,0.55
mahalanobis,2,6,20,0.49
mahalanobis,2,7,1,0.55
mahalanobis,2,7,2,0.52
mahalanobis,2,7,3,0.57
mahalanobis,2,7,5,0.54
mahalanobis,2,7,10,0.55
mahalanobis,2,7,15,0.53
mahalanobis,2,7,20,0.5
mahalanobis,2,8,1,0.57
mahalanobis,2,8,2,0.5
mahalanobis,2,8,3,0.59
mahalanobis,2,8,5,0.6
mahalanobis,2,8,10,0.6
mahalanobis,2,8,15,0.57
mahalanobis,2,8,20,0.53
mahalanobis,2,9,1,0.58
mahalanobis,2,9,2,0.54
mahalanobis,2,9,3,0.62
mahalanobis,2,9,5,0.59
mahalanobis,2,9,10,0.6
mahalanobis,2,9,15,0.56
mahalanobis,2,9,20,0.55
mahalanobis,2,10,1,0.59
mahalanobis,2,10,2,0.54
mahalanobis,2,10,3,0.61
mahalanobis,2,10,5,0.61
mahalanobis,2,10,10,0.54
mahalanobis,2,10,15,0.57
mahalanobis,2,10,20,0.5
mahalanobis,2,13,1,0.64
mahalanobis,2,13,2,0.53
mahalanobis,2,13,3,0.62
mahalanobis,2,13,5,0.58
mahalanobis,2,13,10,0.55
mahalanobis,2,13,15,0.57
mahalanobis,2,13,20,0.51
mahalanobis,2,15,1,0.64
mahalanobis,2,15,2,0.54
mahalanobis,2,15,3,0.62
mahalanobis,2,15,5,0.59
mahalanobis,2,15,10,0.55
mahalanobis,2,15,15,0.6
mahalanobis,2,15,20,0.51
mahalanobis,2,20,1,0.66
mahalanobis,2,20,2,0.53
mahalanobis,2,20,3,0.62
mahalanobis,2,20,5,0.57
mahalanobis,2,20,10,0.56
mahalanobis,2,20,15,0.58
mahalanobis,2,20,20,0.52
mahalanobis,2,25,1,0.65
mahalanobis,2,25,2,0.55
mahalanobis,2,25,3,0.63
mahalanobis,2,25,5,0.57
mahalanobis,2,25,10,0.56
mahalanobis,2,25,15,0.57
mahalanobis,2,25,20,0.52
mahalanobis,2,30,1,0.64
mahalanobis,2,30,2,0.55
mahalanobis,2,30,3,0.63
mahalanobis,2,30,5,0.57
mahalanobis,2,30,10,0.58
mahalanobis,2,30,15,0.57
mahalanobis,2,30,20,0.52
mahalanobis,2,35,1,0.64
mahalanobis,2,35,2,0.55
mahalanobis,2,35,3,0.64
mahalanobis,2,35,5,0.57
mahalanobis,2,35,10,0.58
mahalanobis,2,35,15,0.58
mahalanobis,2,35,20,0.51
mahalanobis,2,40,1,0.64
mahalanobis,2,40,2,0.55
mahalanobis,2,40,3,0.63
mahalanobis,2,40,5,0.57
mahalanobis,2,40,10,0.58
mahalanobis,2,40,15,0.6
mahalanobis,2,40,20,0.53
mahalanobis,2,45,1,0.63
mahalanobis,2,45,2,0.55
mahalanobis,2,45,3,0.63
mahalanobis,2,45,5,0.57
mahalanobis,2,45,10,0.58
mahalanobis,2,45,15,0.58
mahalanobis,2,45,20,0.54
mahalanobis,2,50,1,0.64
mahalanobis,2,50,2,0.55
mahalanobis,2,50,3,0.63
mahalanobis,2,50,5,0.57
mahalanobis,2,50,10,0.58
mahalanobis,2,50,15,0.58
mahalanobis,2,50,20,0.54
mahalanobis,2,55,1,0.64
mahalanobis,2,55,2,0.55
mahalanobis,2,55,3,0.63
mahalanobis,2,55,5,0.57
mahalanobis,2,55,10,0.58
mahalanobis,2,55,15,0.58
mahalanobis,2,55,20,0.53
mahalanobis,2,60,1,0.64
mahalanobis,2,60,2,0.55
mahalanobis,2,60,3,0.63
mahalanobis,2,60,5,0.58
mahalanobis,2,60,10,0.58
mahalanobis,2,60,15,0.58
mahalanobis,2,60,20,0.53
mahalanobis,2,65,1,0.64
mahalanobis,2,65,2,0.55
mahalanobis,2,65,3,0.63
mahalanobis,2,65,5,0.58
mahalanobis,2,65,10,0.58
mahalanobis,2,65,15,0.59
mahalanobis,2,65,20,0.53
mahalanobis,2,70,1,0.64
mahalanobis,2,70,2,0.55
mahalanobis,2,70,3,0.63
mahalanobis,2,70,5,0.58
mahalanobis,2,70,10,0.58
mahalanobis,2,70,15,0.59
mahalanobis,2,70,20,0.53
mahalanobis,2,75,1,0.64
mahalanobis,2,75,2,0.55
mahalanobis,2,75,3,0.63
mahalanobis,2,75,5,0.58
mahalanobis,2,75,10,0.58
mahalanobis,2,75,15,0.59
mahalanobis,2,75,20,0.53
mahalanobis,3,0,1,0.67
mahalanobis,3,0,2,0.54
mahalanobis,3,0,3,0.62
mahalanobis,3,0,5,0.57
mahalanobis,3,0,10,0.61
mahalanobis,3,0,15,0.63
mahalanobis,3,0,20,0.57
mahalanobis,3,3,1,0.46
mahalanobis,3,3,2,0.41
mahalanobis,3,3,3,0.56
mahalanobis,3,3,5,0.47
mahalanobis,3,3,10,0.46
mahalanobis,3,3,15,0.49
mahalanobis,3,3,20,0.47
mahalanobis,3,4,1,0.48
mahalanobis,3,4,2,0.45
mahalanobis,3,4,3,0.51
mahalanobis,3,4,5,0.5
mahalanobis,3,4,10,0.54
mahalanobis,3,4,15,0.49
mahalanobis,3,4,20,0.49
mahalanobis,3,5,1,0.57
mahalanobis,3,5,2,0.47
mahalanobis,3,5,3,0.56
mahalanobis,3,5,5,0.49
mahalanobis,3,5,10,0.57
mahalanobis,3,5,15,0.56
mahalanobis,3,5,20,0.47
mahalanobis,3,6,1,0.56
mahalanobis,3,6,2,0.48
mahalanobis,3,6,3,0.55
mahalanobis,3,6,5,0.47
mahalanobis,3,6,10,0.58
mahalanobis,3,6,15,0.59
mahalanobis,3,6,20,0.51
mahalanobis,3,7,1,0.61
mahalanobis,3,7,2,0.5
mahalanobis,3,7,3,0.6
mahalanobis,3,7,5,0.5
mahalanobis,3,7,10,0.58
mahalanobis,3,7,15,0.59
mahalanobis,3,7,20,0.53
mahalanobis,3,8,1,0.61
mahalanobis,3,8,2,0.51
mahalanobis,3,8,3,0.59
mahalanobis,3,8,5,0.55
mahalanobis,3,8,10,0.59
mahalanobis,3,8,15,0.58
mahalanobis,3,8,20,0.53
mahalanobis,3,9,1,0.63
mahalanobis,3,9,2,0.51
mahalanobis,3,9,3,0.61
mahalanobis,3,9,5,0.55
mahalanobis,3,9,10,0.59
mahalanobis,3,9,15,0.6
mahalanobis,3,9,20,0.55
mahalanobis,3,10,1,0.63
mahalanobis,3,10,2,0.51
mahalanobis,3,10,3,0.59
mahalanobis,3,10,5,0.56
mahalanobis,3,10,10,0.6
mahalanobis,3,10,15,0.58
mahalanobis,3,10,20,0.56
mahalanobis,3,13,1,0.68
mahalanobis,3,13,2,0.51
mahalanobis,3,13,3,0.62
mahalanobis,3,13,5,0.54
mahalanobis,3,13,10,0.57
mahalanobis,3,13,15,0.59
mahalanobis,3,13,20,0.56
mahalanobis,3,15,1,0.67
mahalanobis,3,15,2,0.51
mahalanobis,3,15,3,0.62
mahalanobis,3,15,5,0.55
mahalanobis,3,15,10,0.6
mahalanobis,3,15,15,0.59
mahalanobis,3,15,20,0.56
mahalanobis,3,20,1,0.65
mahalanobis,3,20,2,0.54
mahalanobis,3,20,3,0.61
mahalanobis,3,20,5,0.56
mahalanobis,3,20,10,0.6
mahalanobis,3,20,15,0.59
mahalanobis,3,20,20,0.58
mahalanobis,3,25,1,0.67
mahalanobis,3,25,2,0.55
mahalanobis,3,25,3,0.62
mahalanobis,3,25,5,0.56
mahalanobis,3,25,10,0.6
mahalanobis,3,25,15,0.61
mahalanobis,3,25,20,0.57
mahalanobis,3,30,1,0.67
mahalanobis,3,30,2,0.54
mahalanobis,3,30,3,0.62
mahalanobis,3,30,5,0.57
mahalanobis,3,30,10,0.61
mahalanobis,3,30,15,0.62
mahalanobis,3,30,20,0.57
mahalanobis,3,35,1,0.66
mahalanobis,3,35,2,0.54
mahalanobis,3,35,3,0.62
mahalanobis,3,35,5,0.57
mahalanobis,3,35,10,0.61
mahalanobis,3,35,15,0.61
mahalanobis,3,35,20,0.57
mahalanobis,3,40,1,0.67
mahalanobis,3,40,2,0.54
mahalanobis,3,40,3,0.62
mahalanobis,3,40,5,0.57
mahalanobis,3,40,10,0.61
mahalanobis,3,40,15,0.62
mahalanobis,3,40,20,0.57
mahalanobis,3,45,1,0.67
mahalanobis,3,45,2,0.54
mahalanobis,3,45,3,0.62
mahalanobis,3,45,5,0.57
mahalanobis,3,45,10,0.61
mahalanobis,3,45,15,0.61
mahalanobis,3,45,20,0.57
mahalanobis,3,50,1,0.67
mahalanobis,3,50,2,0.54
mahalanobis,3,50,3,0.62
mahalanobis,3,50,5,0.57
mahalanobis,3,50,10,0.61
mahalanobis,3,50,15,0.61
mahalanobis,3,50,20,0.57
mahalanobis,3,55,1,0.67
mahalanobis,3,55,2,0.54
mahalanobis,3,55,3,0.62
mahalanobis,3,55,5,0.57
mahalanobis,3,55,10,0.61
mahalanobis,3,55,15,0.62
mahalanobis,3,55,20,0.57
mahalanobis,3,60,1,0.67
mahalanobis,3,60,2,0.54
mahalanobis,3,60,3,0.62
mahalanobis,3,60,5,0.57
mahalanobis,3,60,10,0.61
mahalanobis,3,60,15,0.62
mahalanobis,3,60,20,0.57
mahalanobis,3,65,1,0.67
mahalanobis,3,65,2,0.54
mahalanobis,3,65,3,0.62
mahalanobis,3,65,5,0.57
mahalanobis,3,65,10,0.61
mahalanobis,3,65,15,0.62
mahalanobis,3,65,20,0.57
mahalanobis,3,70,1,0.67
mahalanobis,3,70,2,0.54
mahalanobis,3,70,3,0.62
mahalanobis,3,70,5,0.57
mahalanobis,3,70,10,0.61
mahalanobis,3,70,15,0.62
mahalanobis,3,70,20,0.57
mahalanobis,3,75,1,0.67
mahalanobis,3,75,2,0.54
mahalanobis,3,75,3,0.62
mahalanobis,3,75,5,0.57
mahalanobis,3,75,10,0.61
mahalanobis,3,75,15,0.62
mahalanobis,3,75,20,0.57
mahalanobis,4,0,1,0.66
mahalanobis,4,0,2,0.54
mahalanobis,4,0,3,0.54
mahalanobis,4,0,5,0.59
mahalanobis,4,0,10,0.57
mahalanobis,4,0,15,0.6
mahalanobis,4,0,20,0.61
mahalanobis,4,3,1,0.49
mahalanobis,4,3,2,0.46
mahalanobis,4,3,3,0.55
mahalanobis,4,3,5,0.49
mahalanobis,4,3,10,0.51
mahalanobis,4,3,15,0.46
mahalanobis,4,3,20,0.46
mahalanobis,4,4,1,0.52
mahalanobis,4,4,2,0.48
mahalanobis,4,4,3,0.51
mahalanobis,4,4,5,0.52
mahalanobis,4,4,10,0.55
mahalanobis,4,4,15,0.54
mahalanobis,4,4,20,0.5
mahalanobis,4,5,1,0.55
mahalanobis,4,5,2,0.49
mahalanobis,4,5,3,0.5
mahalanobis,4,5,5,0.51
mahalanobis,4,5,10,0.55
mahalanobis,4,5,15,0.55
mahalanobis,4,5,20,0.5
mahalanobis,4,6,1,0.57
mahalanobis,4,6,2,0.55
mahalanobis,4,6,3,0.5
mahalanobis,4,6,5,0.52
mahalanobis,4,6,10,0.58
mahalanobis,4,6,15,0.56
mahalanobis,4,6,20,0.54
mahalanobis,4,7,1,0.62
mahalanobis,4,7,2,0.52
mahalanobis,4,7,3,0.56
mahalanobis,4,7,5,0.6
mahalanobis,4,7,10,0.58
mahalanobis,4,7,15,0.56
mahalanobis,4,7,20,0.55
mahalanobis,4,8,1,0.62
mahalanobis,4,8,2,0.54
mahalanobis,4,8,3,0.55
mahalanobis,4,8,5,0.58
mahalanobis,4,8,10,0.58
mahalanobis,4,8,15,0.56
mahalanobis,4,8,20,0.55
mahalanobis,4,9,1,0.64
mahalanobis,4,9,2,0.56
mahalanobis,4,9,3,0.57
mahalanobis,4,9,5,0.56
mahalanobis,4,9,10,0.6
mahalanobis,4,9,15,0.57
mahalanobis,4,9,20,0.59
mahalanobis,4,10,1,0.65
mahalanobis,4,10,2,0.57
mahalanobis,4,10,3,0.57
mahalanobis,4,10,5,0.53
mahalanobis,4,10,10,0.58
mahalanobis,4,10,15,0.58
mahalanobis,4,10,20,0.59
mahalanobis,4,13,1,0.64
mahalanobis,4,13,2,0.56
mahalanobis,4,13,3,0.55
mahalanobis,4,13,5,0.56
mahalanobis,4,13,10,0.56
mahalanobis,4,13,15,0.58
mahalanobis,4,13,20,0.59
mahalanobis,4,15,1,0.63
mahalanobis,4,15,2,0.56
mahalanobis,4,15,3,0.57
mahalanobis,4,15,5,0.56
mahalanobis,4,15,10,0.56
mahalanobis,4,15,15,0.6
mahalanobis,4,15,20,0.58
mahalanobis,4,20,1,0.65
mahalanobis,4,20,2,0.55
mahalanobis,4,20,3,0.57
mahalanobis,4,20,5,0.57
mahalanobis,4,20,10,0.58
mahalanobis,4,20,15,0.56
mahalanobis,4,20,20,0.59
mahalanobis,4,25,1,0.65
mahalanobis,4,25,2,0.55
mahalanobis,4,25,3,0.57
mahalanobis,4,25,5,0.58
mahalanobis,4,25,10,0.58
mahalanobis,4,25,15,0.58
mahalanobis,4,25,20,0.59
mahalanobis,4,30,1,0.64
mahalanobis,4,30,2,0.55
mahalanobis,4,30,3,0.55
mahalanobis,4,30,5,0.58
mahalanobis,4,30,10,0.58
mahalanobis,4,30,15,0.58
mahalanobis,4,30,20,0.59
mahalanobis,4,35,1,0.64
mahalanobis,4,35,2,0.54
mahalanobis,4,35,3,0.55
mahalanobis,4,35,5,0.59
mahalanobis,4,35,10,0.58
mahalanobis,4,35,15,0.59
mahalanobis,4,35,20,0.6
mahalanobis,4,40,1,0.64
mahalanobis,4,40,2,0.53
mahalanobis,4,40,3,0.54
mahalanobis,4,40,5,0.58
mahalanobis,4,40,10,0.58
mahalanobis,4,40,15,0.59
mahalanobis,4,40,20,0.6
mahalanobis,4,45,1,0.65
mahalanobis,4,45,2,0.54
mahalanobis,4,45,3,0.53
mahalanobis,4,45,5,0.6
mahalanobis,4,45,10,0.58
mahalanobis,4,45,15,0.59
mahalanobis,4,45,20,0.6
mahalanobis,4,50,1,0.66
mahalanobis,4,50,2,0.54
mahalanobis,4,50,3,0.53
mahalanobis,4,50,5,0.6
mahalanobis,4,50,10,0.56
mahalanobis,4,50,15,0.59
mahalanobis,4,50,20,0.6
mahalanobis,4,55,1,0.66
mahalanobis,4,55,2,0.53
mahalanobis,4,55,3,0.53
mahalanobis,4,55,5,0.58
mahalanobis,4,55,10,0.57
mahalanobis,4,55,15,0.59
mahalanobis,4,55,20,0.6
mahalanobis,4,60,1,0.66
mahalanobis,4,60,2,0.54
mahalanobis,4,60,3,0.54
mahalanobis,4,60,5,0.58
mahalanobis,4,60,10,0.57
mahalanobis,4,60,15,0.59
mahalanobis,4,60,20,0.6
mahalanobis,4,65,1,0.66
mahalanobis,4,65,2,0.54
mahalanobis,4,65,3,0.54
mahalanobis,4,65,5,0.58
mahalanobis,4,65,10,0.57
mahalanobis,4,65,15,0.59
mahalanobis,4,65,20,0.6
mahalanobis,4,70,1,0.66
mahalanobis,4,70,2,0.54
mahalanobis,4,70,3,0.54
mahalanobis,4,70,5,0.58
mahalanobis,4,70,10,0.57
mahalanobis,4,70,15,0.59
mahalanobis,4,70,20,0.6
mahalanobis,4,75,1,0.65
mahalanobis,4,75,2,0.54
mahalanobis,4,75,3,0.54
mahalanobis,4,75,5,0.58
mahalanobis,4,75,10,0.57
mahalanobis,4,75,15,0.59
mahalanobis,4,75,20,0.6
mahalanobis,5,0,1,0.62
mahalanobis,5,0,2,0.53
mahalanobis,5,0,3,0.6
mahalanobis,5,0,5,0.58
mahalanobis,5,0,10,0.59
mahalanobis,5,0,15,0.6
mahalanobis,5,0,20,0.59
mahalanobis,5,3,1,0.5
mahalanobis,5,3,2,0.42
mahalanobis,5,3,3,0.52
mahalanobis,5,3,5,0.47
mahalanobis,5,3,10,0.53
mahalanobis,5,3,15,0.46
mahalanobis,5,3,20,0.47
mahalanobis,5,4,1,0.55
mahalanobis,5,4,2,0.46
mahalanobis,5,4,3,0.5
mahalanobis,5,4,5,0.51
mahalanobis,5,4,10,0.55
mahalanobis,5,4,15,0.47
mahalanobis,5,4,20,0.49
mahalanobis,5,5,1,0.58
mahalanobis,5,5,2,0.48
mahalanobis,5,5,3,0.5
mahalanobis,5,5,5,0.55
mahalanobis,5,5,10,0.57
mahalanobis,5,5,15,0.55
mahalanobis,5,5,20,0.5
mahalanobis,5,6,1,0.57
mahalanobis,5,6,2,0.53
mahalanobis,5,6,3,0.55
mahalanobis,5,6,5,0.52
mahalanobis,5,6,10,0.57
mahalanobis,5,6,15,0.54
mahalanobis,5,6,20,0.53
mahalanobis,5,7,1,0.62
mahalanobis,5,7,2,0.51
mahalanobis,5,7,3,0.58
mahalanobis,5,7,5,0.55
mahalanobis,5,7,10,0.57
mahalanobis,5,7,15,0.58
mahalanobis,5,7,20,0.56
mahalanobis,5,8,1,0.62
mahalanobis,5,8,2,0.52
mahalanobis,5,8,3,0.57
mahalanobis,5,8,5,0.57
mahalanobis,5,8,10,0.58
mahalanobis,5,8,15,0.57
mahalanobis,5,8,20,0.55
mahalanobis,5,9,1,0.68
mahalanobis,5,9,2,0.52
mahalanobis,5,9,3,0.6
mahalanobis,5,9,5,0.56
mahalanobis,5,9,10,0.57
mahalanobis,5,9,15,0.57
mahalanobis,5,9,20,0.55
mahalanobis,5,10,1,0.64
mahalanobis,5,10,2,0.53
mahalanobis,5,10,3,0.6
mahalanobis,5,10,5,0.56
mahalanobis,5,10,10,0.59
mahalanobis,5,10,15,0.58
mahalanobis,5,10,20,0.55
mahalanobis,5,13,1,0.61
mahalanobis,5,13,2,0.54
mahalanobis,5,13,3,0.59
mahalanobis,5,13,5,0.55
mahalanobis,5,13,10,0.58
mahalanobis,5,13,15,0.61
mahalanobis,5,13,20,0.55
mahalanobis,5,15,1,0.63
mahalanobis,5,15,2,0.54
mahalanobis,5,15,3,0.61
mahalanobis,5,15,5,0.57
mahalanobis,5,15,10,0.59
mahalanobis,5,15,15,0.64
mahalanobis,5,15,20,0.56
mahalanobis,5,20,1,0.62
mahalanobis,5,20,2,0.55
mahalanobis,5,20,3,0.61
mahalanobis,5,20,5,0.56
mahalanobis,5,20,10,0.58
mahalanobis,5,20,15,0.61
mahalanobis,5,20,20,0.56
mahalanobis,5,25,1,0.62
mahalanobis,5,25,2,0.53
mahalanobis,5,25,3,0.6
mahalanobis,5,25,5,0.56
mahalanobis,5,25,10,0.58
mahalanobis,5,25,15,0.61
mahalanobis,5,25,20,0.58
mahalanobis,5,30,1,0.62
mahalanobis,5,30,2,0.53
mahalanobis,5,30,3,0.61
mahalanobis,5,30,5,0.56
mahalanobis,5,30,10,0.59
mahalanobis,5,30,15,0.61
mahalanobis,5,30,20,0.58
mahalanobis,5,35,1,0.62
mahalanobis,5,35,2,0.53
mahalanobis,5,35,3,0.61
mahalanobis,5,35,5,0.58
mahalanobis,5,35,10,0.58
mahalanobis,5,35,15,0.6
mahalanobis,5,35,20,0.58
mahalanobis,5,40,1,0.62
mahalanobis,5,40,2,0.54
mahalanobis,5,40,3,0.61
mahalanobis,5,40,5,0.58
mahalanobis,5,40,10,0.59
mahalanobis,5,40,15,0.6
mahalanobis,5,40,20,0.59
mahalanobis,5,45,1,0.62
mahalanobis,5,45,2,0.54
mahalanobis,5,45,3,0.6
mahalanobis,5,45,5,0.58
mahalanobis,5,45,10,0.6
mahalanobis,5,45,15,0.6
mahalanobis,5,45,20,0.59
mahalanobis,5,50,1,0.62
mahalanobis,5,50,2,0.54
mahalanobis,5,50,3,0.6
mahalanobis,5,50,5,0.58
mahalanobis,5,50,10,0.59
mahalanobis,5,50,15,0.6
mahalanobis,5,50,20,0.59
mahalanobis,5,55,1,0.62
mahalanobis,5,55,2,0.53
mahalanobis,5,55,3,0.6
mahalanobis,5,55,5,0.58
mahalanobis,5,55,10,0.59
mahalanobis,5,55,15,0.6
mahalanobis,5,55,20,0.59
mahalanobis,5,60,1,0.62
mahalanobis,5,60,2,0.53
mahalanobis,5,60,3,0.6
mahalanobis,5,60,5,0.58
mahalanobis,5,60,10,0.59
mahalanobis,5,60,15,0.6
mahalanobis,5,60,20,0.59
mahalanobis,5,65,1,0.62
mahalanobis,5,65,2,0.53
mahalanobis,5,65,3,0.6
mahalanobis,5,65,5,0.58
mahalanobis,5,65,10,0.59
mahalanobis,5,65,15,0.6
mahalanobis,5,65,20,0.59
mahalanobis,5,70,1,0.62
mahalanobis,5,70,2,0.53
mahalanobis,5,70,3,0.6
mahalanobis,5,70,5,0.58
mahalanobis,5,70,10,0.59
mahalanobis,5,70,15,0.6
mahalanobis,5,70,20,0.59
mahalanobis,5,75,1,0.62
mahalanobis,5,75,2,0.53
mahalanobis,5,75,3,0.6
mahalanobis,5,75,5,0.58
mahalanobis,5,75,10,0.59
mahalanobis,5,75,15,0.6
mahalanobis,5,75,20,0.59
mahalanobis,6,0,1,0.66
mahalanobis,6,0,2,0.52
mahalanobis,6,0,3,0.63
mahalanobis,6,0,5,0.61
mahalanobis,6,0,10,0.61
mahalanobis,6,0,15,0.63
mahalanobis,6,0,20,0.6
mahalanobis,6,3,1,0.51
mahalanobis,6,3,2,0.46
mahalanobis,6,3,3,0.52
mahalanobis,6,3,5,0.52
mahalanobis,6,3,10,0.54
mahalanobis,6,3,15,0.44
mahalanobis,6,3,20,0.5
mahalanobis,6,4,1,0.54
mahalanobis,6,4,2,0.46
mahalanobis,6,4,3,0.52
mahalanobis,6,4,5,0.49
mahalanobis,6,4,10,0.57
mahalanobis,6,4,15,0.49
mahalanobis,6,4,20,0.52
mahalanobis,6,5,1,0.55
mahalanobis,6,5,2,0.48
mahalanobis,6,5,3,0.53
mahalanobis,6,5,5,0.6
mahalanobis,6,5,10,0.57
mahalanobis,6,5,15,0.51
mahalanobis,6,5,20,0.49
mahalanobis,6,6,1,0.58
mahalanobis,6,6,2,0.5
mahalanobis,6,6,3,0.58
mahalanobis,6,6,5,0.56
mahalanobis,6,6,10,0.57
mahalanobis,6,6,15,0.51
mahalanobis,6,6,20,0.54
mahalanobis,6,7,1,0.62
mahalanobis,6,7,2,0.5
mahalanobis,6,7,3,0.59
mahalanobis,6,7,5,0.58
mahalanobis,6,7,10,0.6
mahalanobis,6,7,15,0.54
mahalanobis,6,7,20,0.53
mahalanobis,6,8,1,0.62
mahalanobis,6,8,2,0.51
mahalanobis,6,8,3,0.6
mahalanobis,6,8,5,0.59
mahalanobis,6,8,10,0.6
mahalanobis,6,8,15,0.55
mahalanobis,6,8,20,0.56
mahalanobis,6,9,1,0.64
mahalanobis,6,9,2,0.52
mahalanobis,6,9,3,0.62
mahalanobis,6,9,5,0.62
mahalanobis,6,9,10,0.58
mahalanobis,6,9,15,0.58
