Metrics,Num_Neighbors,PCA_Components,Score
euclidean,5,18,0.4377880184331797
euclidean,5,19,0.4377880184331797
euclidean,5,20,0.4377880184331797
euclidean,5,21,0.4377880184331797
euclidean,5,22,0.4377880184331797
euclidean,5,23,0.4377880184331797
euclidean,5,24,0.4377880184331797
euclidean,5,25,0.4377880184331797
euclidean,5,26,0.4377880184331797
euclidean,5,27,0.4377880184331797
euclidean,5,28,0.4377880184331797
euclidean,5,29,0.4377880184331797
euclidean,5,30,0.4377880184331797
euclidean,5,31,0.4377880184331797
euclidean,5,32,0.4377880184331797
euclidean,5,33,0.4377880184331797
euclidean,5,34,0.4377880184331797
euclidean,5,35,0.4377880184331797
euclidean,5,36,0.4377880184331797
euclidean,5,37,0.4377880184331797
euclidean,5,38,0.4377880184331797
euclidean,5,39,0.4377880184331797
euclidean,5,40,0.4377880184331797
euclidean,5,41,0.4377880184331797
euclidean,5,42,0.4377880184331797
euclidean,5,43,0.4377880184331797
euclidean,5,44,0.4377880184331797
euclidean,5,45,0.4377880184331797
euclidean,5,46,0.4377880184331797
euclidean,5,47,0.4377880184331797
euclidean,5,48,0.4377880184331797
euclidean,5,49,0.4377880184331797
euclidean,5,50,0.4377880184331797
euclidean,6,1,0.22580645161290322
euclidean,6,2,0.4009216589861751
euclidean,6,3,0.39631336405529954
euclidean,6,4,0.41013824884792627
euclidean,6,5,0.42857142857142855
euclidean,6,6,0.4423963133640553
euclidean,6,7,0.4377880184331797
euclidean,6,8,0.4423963133640553
euclidean,6,9,0.4423963133640553
euclidean,6,10,0.4423963133640553
euclidean,6,11,0.4423963133640553
euclidean,6,12,0.4423963133640553
euclidean,6,13,0.4377880184331797
euclidean,6,14,0.4377880184331797
euclidean,6,15,0.4423963133640553
euclidean,6,16,0.4423963133640553
euclidean,6,17,0.4423963133640553
euclidean,6,18,0.4423963133640553
euclidean,6,19,0.4423963133640553
euclidean,6,20,0.4423963133640553
euclidean,6,21,0.4423963133640553
euclidean,6,22,0.4423963133640553
euclidean,6,23,0.4423963133640553
euclidean,6,24,0.4423963133640553
euclidean,6,25,0.4423963133640553
euclidean,6,26,0.4423963133640553
euclidean,6,27,0.4423963133640553
euclidean,6,28,0.4423963133640553
euclidean,6,29,0.4423963133640553
euclidean,6,30,0.4423963133640553
euclidean,6,31,0.4423963133640553
euclidean,6,32,0.4423963133640553
euclidean,6,33,0.4423963133640553
euclidean,6,34,0.4423963133640553
euclidean,6,35,0.4423963133640553
euclidean,6,36,0.4423963133640553
euclidean,6,37,0.4423963133640553
euclidean,6,38,0.4423963133640553
euclidean,6,39,0.4423963133640553
euclidean,6,40,0.4423963133640553
euclidean,6,41,0.4423963133640553
euclidean,6,42,0.4423963133640553
euclidean,6,43,0.4423963133640553
euclidean,6,44,0.4423963133640553
euclidean,6,45,0.4423963133640553
euclidean,6,46,0.4423963133640553
euclidean,6,47,0.4423963133640553
euclidean,6,48,0.4423963133640553
euclidean,6,49,0.4423963133640553
euclidean,6,50,0.4423963133640553
euclidean,7,1,0.25806451612903225
euclidean,7,2,0.3870967741935484
euclidean,7,3,0.39631336405529954
euclidean,7,4,0.4147465437788018
euclidean,7,5,0.41935483870967744
euclidean,7,6,0.42857142857142855
euclidean,7,7,0.43317972350230416
euclidean,7,8,0.41935483870967744
euclidean,7,9,0.41935483870967744
euclidean,7,10,0.41935483870967744
euclidean,7,11,0.41935483870967744
euclidean,7,12,0.41935483870967744
euclidean,7,13,0.41935483870967744
euclidean,7,14,0.41935483870967744
euclidean,7,15,0.41935483870967744
euclidean,7,16,0.41935483870967744
euclidean,7,17,0.41935483870967744
euclidean,7,18,0.41935483870967744
euclidean,7,19,0.41935483870967744
euclidean,7,20,0.41935483870967744
euclidean,7,21,0.41935483870967744
euclidean,7,22,0.41935483870967744
euclidean,7,23,0.41935483870967744
euclidean,7,24,0.41935483870967744
euclidean,7,25,0.41935483870967744
euclidean,7,26,0.41935483870967744
euclidean,7,27,0.41935483870967744
euclidean,7,28,0.41935483870967744
euclidean,7,29,0.41935483870967744
euclidean,7,30,0.41935483870967744
euclidean,7,31,0.41935483870967744
euclidean,7,32,0.41935483870967744
euclidean,7,33,0.41935483870967744
euclidean,7,34,0.41935483870967744
euclidean,7,35,0.41935483870967744
euclidean,7,36,0.41935483870967744
euclidean,7,37,0.41935483870967744
euclidean,7,38,0.41935483870967744
euclidean,7,39,0.41935483870967744
euclidean,7,40,0.41935483870967744
euclidean,7,41,0.41935483870967744
euclidean,7,42,0.41935483870967744
euclidean,7,43,0.41935483870967744
euclidean,7,44,0.41935483870967744
euclidean,7,45,0.41935483870967744
euclidean,7,46,0.41935483870967744
euclidean,7,47,0.41935483870967744
euclidean,7,48,0.41935483870967744
euclidean,7,49,0.41935483870967744
euclidean,7,50,0.41935483870967744
euclidean,8,1,0.23963133640552994
euclidean,8,2,0.3870967741935484
euclidean,8,3,0.3870967741935484
euclidean,8,4,0.4055299539170507
euclidean,8,5,0.41935483870967744
euclidean,8,6,0.4423963133640553
euclidean,8,7,0.4423963133640553
euclidean,8,8,0.4377880184331797
euclidean,8,9,0.4423963133640553
euclidean,8,10,0.4423963133640553
euclidean,8,11,0.4470046082949309
euclidean,8,12,0.4470046082949309
euclidean,8,13,0.4470046082949309
euclidean,8,14,0.4470046082949309
euclidean,8,15,0.4470046082949309
euclidean,8,16,0.4470046082949309
euclidean,8,17,0.4470046082949309
euclidean,8,18,0.4470046082949309
euclidean,8,19,0.4470046082949309
euclidean,8,20,0.4470046082949309
euclidean,8,21,0.4470046082949309
euclidean,8,22,0.4470046082949309
euclidean,8,23,0.4470046082949309
euclidean,8,24,0.4470046082949309
euclidean,8,25,0.4470046082949309
euclidean,8,26,0.4470046082949309
euclidean,8,27,0.4470046082949309
euclidean,8,28,0.4470046082949309
euclidean,8,29,0.4470046082949309
euclidean,8,30,0.4470046082949309
euclidean,8,31,0.4470046082949309
euclidean,8,32,0.4470046082949309
euclidean,8,33,0.4470046082949309
euclidean,8,34,0.4470046082949309
euclidean,8,35,0.4470046082949309
euclidean,8,36,0.4470046082949309
euclidean,8,37,0.4470046082949309
euclidean,8,38,0.4470046082949309
euclidean,8,39,0.4470046082949309
euclidean,8,40,0.4470046082949309
euclidean,8,41,0.4470046082949309
euclidean,8,42,0.4470046082949309
euclidean,8,43,0.4470046082949309
euclidean,8,44,0.4470046082949309
euclidean,8,45,0.4470046082949309
euclidean,8,46,0.4470046082949309
euclidean,8,47,0.4470046082949309
euclidean,8,48,0.4470046082949309
euclidean,8,49,0.4470046082949309
euclidean,8,50,0.4470046082949309
euclidean,9,1,0.24423963133640553
euclidean,9,2,0.4009216589861751
euclidean,9,3,0.39631336405529954
euclidean,9,4,0.41013824884792627
euclidean,9,5,0.43317972350230416
euclidean,9,6,0.4423963133640553
euclidean,9,7,0.43317972350230416
euclidean,9,8,0.4423963133640553
euclidean,9,9,0.4423963133640553
euclidean,9,10,0.4423963133640553
euclidean,9,11,0.4423963133640553
euclidean,9,12,0.4377880184331797
euclidean,9,13,0.4423963133640553
euclidean,9,14,0.4423963133640553
euclidean,9,15,0.4423963133640553
euclidean,9,16,0.4423963133640553
euclidean,9,17,0.4423963133640553
euclidean,9,18,0.4423963133640553
euclidean,9,19,0.4423963133640553
euclidean,9,20,0.4423963133640553
euclidean,9,21,0.4423963133640553
euclidean,9,22,0.4423963133640553
euclidean,9,23,0.4423963133640553
euclidean,9,24,0.4423963133640553
euclidean,9,25,0.4423963133640553
euclidean,9,26,0.4423963133640553
euclidean,9,27,0.4423963133640553
euclidean,9,28,0.4423963133640553
euclidean,9,29,0.4423963133640553
euclidean,9,30,0.4423963133640553
euclidean,9,31,0.4423963133640553
euclidean,9,32,0.4423963133640553
euclidean,9,33,0.4423963133640553
euclidean,9,34,0.4423963133640553
euclidean,9,35,0.4423963133640553
euclidean,9,36,0.4423963133640553
euclidean,9,37,0.4423963133640553
euclidean,9,38,0.4423963133640553
euclidean,9,39,0.4423963133640553
euclidean,9,40,0.4423963133640553
euclidean,9,41,0.4423963133640553
euclidean,9,42,0.4423963133640553
euclidean,9,43,0.4423963133640553
euclidean,9,44,0.4423963133640553
euclidean,9,45,0.4423963133640553
euclidean,9,46,0.4423963133640553
euclidean,9,47,0.4423963133640553
euclidean,9,48,0.4423963133640553
euclidean,9,49,0.4423963133640553
euclidean,9,50,0.4423963133640553
euclidean,10,1,0.2857142857142857
euclidean,10,2,0.4055299539170507
euclidean,10,3,0.4147465437788018
euclidean,10,4,0.42857142857142855
euclidean,10,5,0.4377880184331797
euclidean,10,6,0.43317972350230416
euclidean,10,7,0.4423963133640553
euclidean,10,8,0.4423963133640553
euclidean,10,9,0.4423963133640553
euclidean,10,10,0.4423963133640553
euclidean,10,11,0.4377880184331797
euclidean,10,12,0.4377880184331797
euclidean,10,13,0.4377880184331797
euclidean,10,14,0.4423963133640553
euclidean,10,15,0.4423963133640553
euclidean,10,16,0.4423963133640553
euclidean,10,17,0.4423963133640553
euclidean,10,18,0.4423963133640553
euclidean,10,19,0.4423963133640553
euclidean,10,20,0.4423963133640553
euclidean,10,21,0.4423963133640553
euclidean,10,22,0.4423963133640553
euclidean,10,23,0.4423963133640553
euclidean,10,24,0.4423963133640553
euclidean,10,25,0.4423963133640553
euclidean,10,26,0.4423963133640553
euclidean,10,27,0.4423963133640553
euclidean,10,28,0.4423963133640553
euclidean,10,29,0.4423963133640553
euclidean,10,30,0.4423963133640553
euclidean,10,31,0.4423963133640553
euclidean,10,32,0.4423963133640553
euclidean,10,33,0.4423963133640553
euclidean,10,34,0.4423963133640553
euclidean,10,35,0.4423963133640553
euclidean,10,36,0.4423963133640553
euclidean,10,37,0.4423963133640553
euclidean,10,38,0.4423963133640553
euclidean,10,39,0.4423963133640553
euclidean,10,40,0.4423963133640553
euclidean,10,41,0.4423963133640553
euclidean,10,42,0.4423963133640553
euclidean,10,43,0.4423963133640553
euclidean,10,44,0.4423963133640553
euclidean,10,45,0.4423963133640553
euclidean,10,46,0.4423963133640553
euclidean,10,47,0.4423963133640553
euclidean,10,48,0.4423963133640553
euclidean,10,49,0.4423963133640553
euclidean,10,50,0.4423963133640553
euclidean,11,1,0.29493087557603687
euclidean,11,2,0.4377880184331797
euclidean,11,3,0.423963133640553
euclidean,11,4,0.41935483870967744
euclidean,11,5,0.42857142857142855
euclidean,11,6,0.42857142857142855
euclidean,11,7,0.42857142857142855
euclidean,11,8,0.423963133640553
euclidean,11,9,0.42857142857142855
euclidean,11,10,0.42857142857142855
euclidean,11,11,0.42857142857142855
euclidean,11,12,0.42857142857142855
euclidean,11,13,0.42857142857142855
euclidean,11,14,0.42857142857142855
euclidean,11,15,0.42857142857142855
euclidean,11,16,0.42857142857142855
euclidean,11,17,0.42857142857142855
euclidean,11,18,0.42857142857142855
euclidean,11,19,0.42857142857142855
euclidean,11,20,0.42857142857142855
euclidean,11,21,0.42857142857142855
euclidean,11,22,0.42857142857142855
euclidean,11,23,0.42857142857142855
euclidean,11,24,0.42857142857142855
euclidean,11,25,0.42857142857142855
euclidean,11,26,0.42857142857142855
euclidean,11,27,0.42857142857142855
euclidean,11,28,0.42857142857142855
euclidean,11,29,0.42857142857142855
euclidean,11,30,0.42857142857142855
euclidean,11,31,0.42857142857142855
euclidean,11,32,0.42857142857142855
euclidean,11,33,0.42857142857142855
euclidean,11,34,0.42857142857142855
euclidean,11,35,0.42857142857142855
euclidean,11,36,0.42857142857142855
euclidean,11,37,0.42857142857142855
euclidean,11,38,0.42857142857142855
euclidean,11,39,0.42857142857142855
euclidean,11,40,0.42857142857142855
euclidean,11,41,0.42857142857142855
euclidean,11,42,0.42857142857142855
euclidean,11,43,0.42857142857142855
euclidean,11,44,0.42857142857142855
euclidean,11,45,0.42857142857142855
euclidean,11,46,0.42857142857142855
euclidean,11,47,0.42857142857142855
euclidean,11,48,0.42857142857142855
euclidean,11,49,0.42857142857142855
euclidean,11,50,0.42857142857142855
euclidean,12,1,0.2903225806451613
euclidean,12,2,0.41935483870967744
euclidean,12,3,0.43317972350230416
euclidean,12,4,0.423963133640553
euclidean,12,5,0.43317972350230416
euclidean,12,6,0.4423963133640553
euclidean,12,7,0.4470046082949309
euclidean,12,8,0.4470046082949309
euclidean,12,9,0.45161290322580644
euclidean,12,10,0.45161290322580644
euclidean,12,11,0.45161290322580644
euclidean,12,12,0.45161290322580644
euclidean,12,13,0.45622119815668205
euclidean,12,14,0.45622119815668205
euclidean,12,15,0.45622119815668205
euclidean,12,16,0.45161290322580644
euclidean,12,17,0.45161290322580644
euclidean,12,18,0.45161290322580644
euclidean,12,19,0.45161290322580644
euclidean,12,20,0.45161290322580644
euclidean,12,21,0.45161290322580644
euclidean,12,22,0.45161290322580644
euclidean,12,23,0.45161290322580644
euclidean,12,24,0.45161290322580644
euclidean,12,25,0.45161290322580644
euclidean,12,26,0.45161290322580644
euclidean,12,27,0.45161290322580644
euclidean,12,28,0.45161290322580644
euclidean,12,29,0.45161290322580644
euclidean,12,30,0.45161290322580644
euclidean,12,31,0.45161290322580644
euclidean,12,32,0.45161290322580644
euclidean,12,33,0.45161290322580644
euclidean,12,34,0.45161290322580644
euclidean,12,35,0.45161290322580644
euclidean,12,36,0.45161290322580644
euclidean,12,37,0.45161290322580644
euclidean,12,38,0.45161290322580644
euclidean,12,39,0.45161290322580644
euclidean,12,40,0.45161290322580644
euclidean,12,41,0.45161290322580644
euclidean,12,42,0.45161290322580644
euclidean,12,43,0.45161290322580644
euclidean,12,44,0.45161290322580644
euclidean,12,45,0.45161290322580644
euclidean,12,46,0.45161290322580644
euclidean,12,47,0.45161290322580644
euclidean,12,48,0.45161290322580644
euclidean,12,49,0.45161290322580644
euclidean,12,50,0.45161290322580644
euclidean,13,1,0.30414746543778803
euclidean,13,2,0.41935483870967744
euclidean,13,3,0.423963133640553
euclidean,13,4,0.42857142857142855
euclidean,13,5,0.4377880184331797
euclidean,13,6,0.45161290322580644
euclidean,13,7,0.45622119815668205
euclidean,13,8,0.45161290322580644
euclidean,13,9,0.45161290322580644
euclidean,13,10,0.45161290322580644
euclidean,13,11,0.45161290322580644
euclidean,13,12,0.45622119815668205
euclidean,13,13,0.45622119815668205
euclidean,13,14,0.45622119815668205
euclidean,13,15,0.45161290322580644
euclidean,13,16,0.45161290322580644
euclidean,13,17,0.45161290322580644
euclidean,13,18,0.45161290322580644
euclidean,13,19,0.45161290322580644
euclidean,13,20,0.45161290322580644
euclidean,13,21,0.45161290322580644
euclidean,13,22,0.45161290322580644
euclidean,13,23,0.45161290322580644
euclidean,13,24,0.45161290322580644
euclidean,13,25,0.45161290322580644
euclidean,13,26,0.45161290322580644
euclidean,13,27,0.45161290322580644
euclidean,13,28,0.45161290322580644
euclidean,13,29,0.45161290322580644
euclidean,13,30,0.45161290322580644
euclidean,13,31,0.45161290322580644
euclidean,13,32,0.45161290322580644
euclidean,13,33,0.45161290322580644
euclidean,13,34,0.45161290322580644
euclidean,13,35,0.45161290322580644
euclidean,13,36,0.45161290322580644
euclidean,13,37,0.45161290322580644
euclidean,13,38,0.45161290322580644
euclidean,13,39,0.45161290322580644
euclidean,13,40,0.45161290322580644
euclidean,13,41,0.45161290322580644
euclidean,13,42,0.45161290322580644
euclidean,13,43,0.45161290322580644
euclidean,13,44,0.45161290322580644
euclidean,13,45,0.45161290322580644
euclidean,13,46,0.45161290322580644
euclidean,13,47,0.45161290322580644
euclidean,13,48,0.45161290322580644
euclidean,13,49,0.45161290322580644
euclidean,13,50,0.45161290322580644
euclidean,14,1,0.3087557603686636
euclidean,14,2,0.43317972350230416
euclidean,14,3,0.42857142857142855
euclidean,14,4,0.4423963133640553
euclidean,14,5,0.45622119815668205
euclidean,14,6,0.4700460829493088
euclidean,14,7,0.4700460829493088
euclidean,14,8,0.46543778801843316
euclidean,14,9,0.4608294930875576
euclidean,14,10,0.46543778801843316
euclidean,14,11,0.4700460829493088
euclidean,14,12,0.47465437788018433
euclidean,14,13,0.47465437788018433
euclidean,14,14,0.47465437788018433
euclidean,14,15,0.47465437788018433
euclidean,14,16,0.4700460829493088
euclidean,14,17,0.4700460829493088
euclidean,14,18,0.4700460829493088
euclidean,14,19,0.4700460829493088
euclidean,14,20,0.4700460829493088
euclidean,14,21,0.4700460829493088
euclidean,14,22,0.4700460829493088
euclidean,14,23,0.4700460829493088
euclidean,14,24,0.4700460829493088
euclidean,14,25,0.4700460829493088
euclidean,14,26,0.4700460829493088
euclidean,14,27,0.4700460829493088
euclidean,14,28,0.4700460829493088
euclidean,14,29,0.4700460829493088
euclidean,14,30,0.4700460829493088
euclidean,14,31,0.4700460829493088
euclidean,14,32,0.4700460829493088
euclidean,14,33,0.4700460829493088
euclidean,14,34,0.4700460829493088
euclidean,14,35,0.4700460829493088
euclidean,14,36,0.4700460829493088
euclidean,14,37,0.4700460829493088
euclidean,14,38,0.4700460829493088
euclidean,14,39,0.4700460829493088
euclidean,14,40,0.4700460829493088
euclidean,14,41,0.4700460829493088
euclidean,14,42,0.4700460829493088
euclidean,14,43,0.4700460829493088
euclidean,14,44,0.4700460829493088
euclidean,14,45,0.4700460829493088
euclidean,14,46,0.4700460829493088
euclidean,14,47,0.4700460829493088
euclidean,14,48,0.4700460829493088
euclidean,14,49,0.4700460829493088
euclidean,14,50,0.4700460829493088
euclidean,15,1,0.2903225806451613
euclidean,15,2,0.423963133640553
euclidean,15,3,0.423963133640553
euclidean,15,4,0.4377880184331797
euclidean,15,5,0.4377880184331797
euclidean,15,6,0.4470046082949309
euclidean,15,7,0.45161290322580644
euclidean,15,8,0.4470046082949309
euclidean,15,9,0.4470046082949309
euclidean,15,10,0.4470046082949309
euclidean,15,11,0.4470046082949309
euclidean,15,12,0.4470046082949309
euclidean,15,13,0.4470046082949309
euclidean,15,14,0.4470046082949309
euclidean,15,15,0.4470046082949309
euclidean,15,16,0.4470046082949309
euclidean,15,17,0.4470046082949309
euclidean,15,18,0.4470046082949309
euclidean,15,19,0.4470046082949309
euclidean,15,20,0.4470046082949309
euclidean,15,21,0.4470046082949309
euclidean,15,22,0.4470046082949309
euclidean,15,23,0.4470046082949309
euclidean,15,24,0.4470046082949309
euclidean,15,25,0.4470046082949309
euclidean,15,26,0.4470046082949309
euclidean,15,27,0.4470046082949309
euclidean,15,28,0.4470046082949309
euclidean,15,29,0.4470046082949309
euclidean,15,30,0.4470046082949309
euclidean,15,31,0.4470046082949309
euclidean,15,32,0.4470046082949309
euclidean,15,33,0.4470046082949309
euclidean,15,34,0.4470046082949309
euclidean,15,35,0.4470046082949309
euclidean,15,36,0.4470046082949309
euclidean,15,37,0.4470046082949309
euclidean,15,38,0.4470046082949309
euclidean,15,39,0.4470046082949309
euclidean,15,40,0.4470046082949309
euclidean,15,41,0.4470046082949309
euclidean,15,42,0.4470046082949309
euclidean,15,43,0.4470046082949309
euclidean,15,44,0.4470046082949309
euclidean,15,45,0.4470046082949309
euclidean,15,46,0.4470046082949309
euclidean,15,47,0.4470046082949309
euclidean,15,48,0.4470046082949309
euclidean,15,49,0.4470046082949309
euclidean,15,50,0.4470046082949309
euclidean,16,1,0.31336405529953915
euclidean,16,2,0.4147465437788018
euclidean,16,3,0.42857142857142855
euclidean,16,4,0.4377880184331797
euclidean,16,5,0.45161290322580644
euclidean,16,6,0.46543778801843316
euclidean,16,7,0.46543778801843316
euclidean,16,8,0.46543778801843316
euclidean,16,9,0.46543778801843316
euclidean,16,10,0.46543778801843316
euclidean,16,11,0.46543778801843316
euclidean,16,12,0.46543778801843316
euclidean,16,13,0.46543778801843316
euclidean,16,14,0.46543778801843316
euclidean,16,15,0.46543778801843316
euclidean,16,16,0.46543778801843316
euclidean,16,17,0.46543778801843316
euclidean,16,18,0.46543778801843316
euclidean,16,19,0.46543778801843316
euclidean,16,20,0.46543778801843316
euclidean,16,21,0.46543778801843316
euclidean,16,22,0.46543778801843316
euclidean,16,23,0.46543778801843316
euclidean,16,24,0.46543778801843316
euclidean,16,25,0.46543778801843316
euclidean,16,26,0.46543778801843316
