Metrics,Num_Neighbors,PCA_Components,N_Random_States,Score
euclidean,25,6,,0.56
euclidean,1,7,,0.57
euclidean,2,7,,0.55
euclidean,3,7,,0.57
euclidean,4,7,,0.61
euclidean,5,7,,0.635
euclidean,7,7,,0.58
euclidean,10,7,,0.615
euclidean,13,7,,0.61
euclidean,15,7,,0.62
euclidean,20,7,,0.64
euclidean,25,7,,0.63
euclidean,1,8,,0.655
euclidean,2,8,,0.575
euclidean,3,8,,0.605
euclidean,4,8,,0.615
euclidean,5,8,,0.62
euclidean,7,8,,0.64
euclidean,10,8,,0.67
euclidean,13,8,,0.65
euclidean,15,8,,0.635
euclidean,20,8,,0.67
euclidean,25,8,,0.655
euclidean,1,9,,0.65
euclidean,2,9,,0.595
euclidean,3,9,,0.6
euclidean,4,9,,0.61
euclidean,5,9,,0.625
euclidean,7,9,,0.6
euclidean,10,9,,0.655
euclidean,13,9,,0.675
euclidean,15,9,,0.675
euclidean,20,9,,0.675
euclidean,25,9,,0.62
euclidean,1,10,,0.635
euclidean,2,10,,0.595
euclidean,3,10,,0.6
euclidean,4,10,,0.615
euclidean,5,10,,0.625
euclidean,7,10,,0.64
euclidean,10,10,,0.635
euclidean,13,10,,0.655
euclidean,15,10,,0.67
euclidean,20,10,,0.645
euclidean,25,10,,0.645
euclidean,1,13,,0.645
euclidean,2,13,,0.63
euclidean,3,13,,0.63
euclidean,4,13,,0.625
euclidean,5,13,,0.63
euclidean,7,13,,0.64
euclidean,10,13,,0.68
euclidean,13,13,,0.68
euclidean,15,13,,0.655
euclidean,20,13,,0.625
euclidean,25,13,,0.635
euclidean,1,15,,0.665
euclidean,2,15,,0.6
euclidean,3,15,,0.635
euclidean,4,15,,0.635
euclidean,5,15,,0.65
euclidean,7,15,,0.665
euclidean,10,15,,0.695
euclidean,13,15,,0.64
euclidean,15,15,,0.64
euclidean,20,15,,0.605
euclidean,25,15,,0.64
euclidean,1,20,,0.675
euclidean,2,20,,0.635
euclidean,3,20,,0.71
euclidean,4,20,,0.645
euclidean,5,20,,0.67
euclidean,7,20,,0.715
euclidean,10,20,,0.68
euclidean,13,20,,0.63
euclidean,15,20,,0.635
euclidean,20,20,,0.645
euclidean,25,20,,0.64
euclidean,1,25,,0.695
euclidean,2,25,,0.665
euclidean,3,25,,0.69
euclidean,4,25,,0.675
euclidean,5,25,,0.67
euclidean,7,25,,0.675
euclidean,10,25,,0.705
euclidean,13,25,,0.675
euclidean,15,25,,0.675
euclidean,20,25,,0.665
euclidean,25,25,,0.66
euclidean,1,50,,0.695
euclidean,2,50,,0.685
euclidean,3,50,,0.695
euclidean,4,50,,0.71
euclidean,5,50,,0.7
euclidean,7,50,,0.695
euclidean,10,50,,0.715
euclidean,13,50,,0.67
euclidean,15,50,,0.695
euclidean,20,50,,0.665
euclidean,25,50,,0.63
euclidean,1,75,,0.725
euclidean,2,75,,0.695
euclidean,3,75,,0.695
euclidean,4,75,,0.73
euclidean,5,75,,0.71
euclidean,7,75,,0.705
euclidean,10,75,,0.72
euclidean,13,75,,0.7
euclidean,15,75,,0.695
euclidean,20,75,,0.66
euclidean,25,75,,0.62
manhattan,1,0,,0.72
manhattan,2,0,,0.68
manhattan,3,0,,0.655
manhattan,4,0,,0.69
manhattan,5,0,,0.695
manhattan,7,0,,0.705
manhattan,10,0,,0.695
manhattan,13,0,,0.685
manhattan,15,0,,0.675
manhattan,20,0,,0.665
manhattan,25,0,,0.61
manhattan,1,5,,0.515
manhattan,2,5,,0.505
manhattan,3,5,,0.545
manhattan,4,5,,0.58
manhattan,5,5,,0.59
manhattan,7,5,,0.605
manhattan,10,5,,0.585
manhattan,13,5,,0.57
manhattan,15,5,,0.57
manhattan,20,5,,0.545
manhattan,25,5,,0.545
manhattan,1,6,,0.505
manhattan,2,6,,0.51
manhattan,3,6,,0.53
manhattan,4,6,,0.53
manhattan,5,6,,0.545
manhattan,7,6,,0.56
manhattan,10,6,,0.535
manhattan,13,6,,0.535
manhattan,15,6,,0.55
manhattan,20,6,,0.555
manhattan,25,6,,0.555
manhattan,1,7,,0.585
manhattan,2,7,,0.53
manhattan,3,7,,0.575
manhattan,4,7,,0.585
manhattan,5,7,,0.595
manhattan,7,7,,0.605
manhattan,10,7,,0.595
manhattan,13,7,,0.615
manhattan,15,7,,0.62
manhattan,20,7,,0.635
manhattan,25,7,,0.625
manhattan,1,8,,0.62
manhattan,2,8,,0.56
manhattan,3,8,,0.625
manhattan,4,8,,0.61
manhattan,5,8,,0.64
manhattan,7,8,,0.645
manhattan,10,8,,0.64
manhattan,13,8,,0.635
manhattan,15,8,,0.62
manhattan,20,8,,0.635
manhattan,25,8,,0.65
manhattan,1,9,,0.63
manhattan,2,9,,0.58
manhattan,3,9,,0.64
manhattan,4,9,,0.645
manhattan,5,9,,0.65
manhattan,7,9,,0.65
manhattan,10,9,,0.66
manhattan,13,9,,0.685
manhattan,15,9,,0.635
manhattan,20,9,,0.635
manhattan,25,9,,0.63
manhattan,1,10,,0.61
manhattan,2,10,,0.61
manhattan,3,10,,0.635
manhattan,4,10,,0.655
manhattan,5,10,,0.625
manhattan,7,10,,0.66
manhattan,10,10,,0.675
manhattan,13,10,,0.645
manhattan,15,10,,0.63
manhattan,20,10,,0.64
manhattan,25,10,,0.66
manhattan,1,13,,0.635
manhattan,2,13,,0.62
manhattan,3,13,,0.66
manhattan,4,13,,0.67
manhattan,5,13,,0.67
manhattan,7,13,,0.665
manhattan,10,13,,0.66
manhattan,13,13,,0.645
manhattan,15,13,,0.64
manhattan,20,13,,0.655
manhattan,25,13,,0.62
manhattan,1,15,,0.65
manhattan,2,15,,0.625
manhattan,3,15,,0.65
manhattan,4,15,,0.67
manhattan,5,15,,0.685
manhattan,7,15,,0.69
manhattan,10,15,,0.675
manhattan,13,15,,0.665
manhattan,15,15,,0.655
manhattan,20,15,,0.64
manhattan,25,15,,0.59
manhattan,1,20,,0.65
manhattan,2,20,,0.62
manhattan,3,20,,0.675
manhattan,4,20,,0.68
manhattan,5,20,,0.69
manhattan,7,20,,0.705
manhattan,10,20,,0.68
manhattan,13,20,,0.675
manhattan,15,20,,0.66
manhattan,20,20,,0.67
manhattan,25,20,,0.64
manhattan,1,25,,0.655
manhattan,2,25,,0.615
manhattan,3,25,,0.635
manhattan,4,25,,0.67
manhattan,5,25,,0.665
manhattan,7,25,,0.675
manhattan,10,25,,0.66
manhattan,13,25,,0.655
manhattan,15,25,,0.66
manhattan,20,25,,0.645
manhattan,25,25,,0.645
manhattan,1,50,,0.695
manhattan,2,50,,0.69
manhattan,3,50,,0.67
manhattan,4,50,,0.68
manhattan,5,50,,0.68
manhattan,7,50,,0.655
manhattan,10,50,,0.7
manhattan,13,50,,0.675
manhattan,15,50,,0.66
manhattan,20,50,,0.65
manhattan,25,50,,0.635
manhattan,1,75,,0.68
manhattan,2,75,,0.685
manhattan,3,75,,0.68
manhattan,4,75,,0.71
manhattan,5,75,,0.69
manhattan,7,75,,0.67
manhattan,10,75,,0.695
manhattan,13,75,,0.67
manhattan,15,75,,0.66
manhattan,20,75,,0.66
manhattan,25,75,,0.61
chebyshev,1,0,,0.595
chebyshev,2,0,,0.53
chebyshev,3,0,,0.515
chebyshev,4,0,,0.56
chebyshev,5,0,,0.6
chebyshev,7,0,,0.575
chebyshev,10,0,,0.585
chebyshev,13,0,,0.57
chebyshev,15,0,,0.585
chebyshev,20,0,,0.53
chebyshev,25,0,,0.55
chebyshev,1,5,,0.505
chebyshev,2,5,,0.5
chebyshev,3,5,,0.525
chebyshev,4,5,,0.545
chebyshev,5,5,,0.57
chebyshev,7,5,,0.53
chebyshev,10,5,,0.535
chebyshev,13,5,,0.54
chebyshev,15,5,,0.55
chebyshev,20,5,,0.54
chebyshev,25,5,,0.525
chebyshev,1,6,,0.545
chebyshev,2,6,,0.535
chebyshev,3,6,,0.54
chebyshev,4,6,,0.55
chebyshev,5,6,,0.55
chebyshev,7,6,,0.515
chebyshev,10,6,,0.55
chebyshev,13,6,,0.525
chebyshev,15,6,,0.54
chebyshev,20,6,,0.52
chebyshev,25,6,,0.53
chebyshev,1,7,,0.61
chebyshev,2,7,,0.58
chebyshev,3,7,,0.57
chebyshev,4,7,,0.595
chebyshev,5,7,,0.61
chebyshev,7,7,,0.62
chebyshev,10,7,,0.605
chebyshev,13,7,,0.58
chebyshev,15,7,,0.59
chebyshev,20,7,,0.56
chebyshev,25,7,,0.585
chebyshev,1,8,,0.655
chebyshev,2,8,,0.59
chebyshev,3,8,,0.585
chebyshev,4,8,,0.635
chebyshev,5,8,,0.615
chebyshev,7,8,,0.6
chebyshev,10,8,,0.59
chebyshev,13,8,,0.58
chebyshev,15,8,,0.605
chebyshev,20,8,,0.6
chebyshev,25,8,,0.595
chebyshev,1,9,,0.625
chebyshev,2,9,,0.605
chebyshev,3,9,,0.6
chebyshev,4,9,,0.625
chebyshev,5,9,,0.6
chebyshev,7,9,,0.59
chebyshev,10,9,,0.58
chebyshev,13,9,,0.585
chebyshev,15,9,,0.61
chebyshev,20,9,,0.595
chebyshev,25,9,,0.585
chebyshev,1,10,,0.615
chebyshev,2,10,,0.605
chebyshev,3,10,,0.585
chebyshev,4,10,,0.625
chebyshev,5,10,,0.585
chebyshev,7,10,,0.57
chebyshev,10,10,,0.585
chebyshev,13,10,,0.59
chebyshev,15,10,,0.625
chebyshev,20,10,,0.605
chebyshev,25,10,,0.575
chebyshev,1,13,,0.615
chebyshev,2,13,,0.595
chebyshev,3,13,,0.57
chebyshev,4,13,,0.59
chebyshev,5,13,,0.575
chebyshev,7,13,,0.6
chebyshev,10,13,,0.615
chebyshev,13,13,,0.61
chebyshev,15,13,,0.63
chebyshev,20,13,,0.605
chebyshev,25,13,,0.56
chebyshev,1,15,,0.635
chebyshev,2,15,,0.605
chebyshev,3,15,,0.585
chebyshev,4,15,,0.605
chebyshev,5,15,,0.6
chebyshev,7,15,,0.61
chebyshev,10,15,,0.635
chebyshev,13,15,,0.6
chebyshev,15,15,,0.63
chebyshev,20,15,,0.59
chebyshev,25,15,,0.575
chebyshev,1,20,,0.6
chebyshev,2,20,,0.59
chebyshev,3,20,,0.59
chebyshev,4,20,,0.605
chebyshev,5,20,,0.6
chebyshev,7,20,,0.59
chebyshev,10,20,,0.6
chebyshev,13,20,,0.59
chebyshev,15,20,,0.63
chebyshev,20,20,,0.59
chebyshev,25,20,,0.57
chebyshev,1,25,,0.59
chebyshev,2,25,,0.58
chebyshev,3,25,,0.585
chebyshev,4,25,,0.615
chebyshev,5,25,,0.61
chebyshev,7,25,,0.595
chebyshev,10,25,,0.6
chebyshev,13,25,,0.605
chebyshev,15,25,,0.615
chebyshev,20,25,,0.59
chebyshev,25,25,,0.57
chebyshev,1,50,,0.59
chebyshev,2,50,,0.6
chebyshev,3,50,,0.595
chebyshev,4,50,,0.62
chebyshev,5,50,,0.615
chebyshev,7,50,,0.595
chebyshev,10,50,,0.595
chebyshev,13,50,,0.61
chebyshev,15,50,,0.625
chebyshev,20,50,,0.58
chebyshev,25,50,,0.575
chebyshev,1,75,,0.59
chebyshev,2,75,,0.6
chebyshev,3,75,,0.595
chebyshev,4,75,,0.62
chebyshev,5,75,,0.615
chebyshev,7,75,,0.595
chebyshev,10,75,,0.595
chebyshev,13,75,,0.61
chebyshev,15,75,,0.625
chebyshev,20,75,,0.585
chebyshev,25,75,,0.575
hamming,1,0,,0.105
hamming,2,0,,0.095
hamming,3,0,,0.12
hamming,4,0,,0.085
hamming,5,0,,0.1
hamming,7,0,,0.13
hamming,10,0,,0.145
hamming,13,0,,0.165
hamming,15,0,,0.185
hamming,20,0,,0.13
hamming,25,0,,0.17
hamming,1,5,,0.11
hamming,2,5,,0.105
hamming,3,5,,0.1
hamming,4,5,,0.1
hamming,5,5,,0.1
hamming,7,5,,0.1
hamming,10,5,,0.1
hamming,13,5,,0.1
hamming,15,5,,0.1
hamming,20,5,,0.1
hamming,25,5,,0.1
hamming,1,6,,0.11
hamming,2,6,,0.105
hamming,3,6,,0.1
hamming,4,6,,0.1
hamming,5,6,,0.1
hamming,7,6,,0.1
hamming,10,6,,0.1
hamming,13,6,,0.1
hamming,15,6,,0.1
hamming,20,6,,0.1
hamming,25,6,,0.1
hamming,1,7,,0.11
hamming,2,7,,0.105
hamming,3,7,,0.1
hamming,4,7,,0.1
hamming,5,7,,0.1
hamming,7,7,,0.1
hamming,10,7,,0.1
hamming,13,7,,0.1
hamming,15,7,,0.1
hamming,20,7,,0.1
hamming,25,7,,0.1
hamming,1,8,,0.11
hamming,2,8,,0.105
hamming,3,8,,0.1
hamming,4,8,,0.1
hamming,5,8,,0.1
hamming,7,8,,0.1
hamming,10,8,,0.1
hamming,13,8,,0.1
hamming,15,8,,0.1
hamming,20,8,,0.1
hamming,25,8,,0.1
hamming,1,9,,0.11
hamming,2,9,,0.105
hamming,3,9,,0.1
hamming,4,9,,0.1
hamming,5,9,,0.1
hamming,7,9,,0.1
hamming,10,9,,0.1
hamming,13,9,,0.1
hamming,15,9,,0.1
hamming,20,9,,0.1
hamming,25,9,,0.1
hamming,1,10,,0.11
hamming,2,10,,0.105
hamming,3,10,,0.1
hamming,4,10,,0.1
hamming,5,10,,0.1
hamming,7,10,,0.1
hamming,10,10,,0.1
hamming,13,10,,0.1
hamming,15,10,,0.1
hamming,20,10,,0.1
hamming,25,10,,0.1
hamming,1,13,,0.11
hamming,2,13,,0.105
hamming,3,13,,0.1
hamming,4,13,,0.1
hamming,5,13,,0.1
hamming,7,13,,0.1
hamming,10,13,,0.1
hamming,13,13,,0.1
hamming,15,13,,0.1
hamming,20,13,,0.1
hamming,25,13,,0.1
hamming,1,15,,0.11
hamming,2,15,,0.105
hamming,3,15,,0.1
hamming,4,15,,0.1
hamming,5,15,,0.1
hamming,7,15,,0.1
hamming,10,15,,0.1
hamming,13,15,,0.1
hamming,15,15,,0.1
hamming,20,15,,0.1
hamming,25,15,,0.1
hamming,1,20,,0.125
hamming,2,20,,0.125
hamming,3,20,,0.125
hamming,4,20,,0.105
hamming,5,20,,0.1
hamming,7,20,,0.1
hamming,10,20,,0.105
hamming,13,20,,0.105
hamming,15,20,,0.1
hamming,20,20,,0.1
hamming,25,20,,0.1
hamming,1,25,,0.125
hamming,2,25,,0.125
hamming,3,25,,0.125
hamming,4,25,,0.105
hamming,5,25,,0.1
hamming,7,25,,0.1
hamming,10,25,,0.105
hamming,13,25,,0.105
hamming,15,25,,0.1
hamming,20,25,,0.1
hamming,25,25,,0.1
hamming,1,50,,0.125
hamming,2,50,,0.125
hamming,3,50,,0.125
hamming,4,50,,0.105
hamming,5,50,,0.1
hamming,7,50,,0.1
hamming,10,50,,0.105
hamming,13,50,,0.105
hamming,15,50,,0.1
hamming,20,50,,0.1
hamming,25,50,,0.1
hamming,1,75,,0.125
hamming,2,75,,0.125
hamming,3,75,,0.125
hamming,4,75,,0.105
hamming,5,75,,0.1
hamming,7,75,,0.1
hamming,10,75,,0.105
hamming,13,75,,0.105
hamming,15,75,,0.1
hamming,20,75,,0.1
hamming,25,75,,0.1
